latitude,longitude,landslide_size,landslide_trigger
39.096,-84.2992,3,12
36.5851,109.4875,3,12
44.9344,-73.051,2,3
27.3824,86.0567,2,3
38.9102,16.5877,2,3
-6.8255,106.742,2,12
19.6167,-100.3,2,3
38.1721,-81.5627,2,3
3.142,101.6593,2,12
-4.5419,105.2198,2,9
13.8457,-89.7445,2,3
40.0505,-105.3715,2,3
42.6798,-122.6169,4,15
34.06830898,74.63364102,2,12
-1.2509,29.9821,2,3
57.0969,-3.9946,2,3
38.8634,-104.917,2,3
37.034,-83.1816,3,3
25.06657276,93.9310888,3,3
22.741,120.7253,2,4
27.9687,83.9066,1,3
44.2851,-118.975,4,15
45.8467,-118.8928,4,15
51.7331,-3.2614,2,15
-25.3689,-57.4476,3,8
35.99335269,45.89296276,3,1
21.3895,-158.137,3,3
44.4544,-109.7961,3,15
18.427,-70.044,2,14
43.6691,-123.6525,4,15
39.8925,41.2522,3,15
10.0757,-83.9822,2,3
26.84850975,88.26181745,2,1
30.895,77.089,2,15
12.1984,100.0092,3,14
27.0605,88.255,2,3
27.3034,93.804,2,3
19.455,-70.707,2,14
22.69040325,104.4530851,3,3
25.0661,121.6729,3,1
44.4006,-122.3871,2,3
-18.0608,178.5112,3,15
44.4099,8.6944,3,15
40.881754,-122.367,3,12
41.1204,-76.1398,2,12
30.4542,78.3911,2,3
50.9519,0.4703,2,15
18.1850243,-77.1494031,3,1
53.042,-4.0337,2,3
36.04,108.02,2,3
39.556,-106.3967,3,15
29.5248,103.3545,1,12
6.468,-74.9411,2,3
42.8214,47.1188,2,12
7.217953309,126.1513837,2,3
-7.2337,109.9349,2,3
7.704506691,126.142273,2,1
25.4243,88.2746,2,3
35.56650209,-121.0797424,3,1
15.2422,-92.0738,2,12
30.02715,67.458172,2,8
18.16886468,-77.03854042,3,1
42.7204,44.5015,2,12
26.8545,88.3372,2,12
39.8403,141.772,2,3
26.4457,118.2043,1,14
5.8404,118.1018,2,3
34.3852,132.4592,2,3
42.6309,42.8299,2,3
39.0981,-84.4748,3,3
37.0943,-121.9776,3,3
44.0229,-123.9079,4,15
0.541576,101.458434,5,3
41.48,72.3077,2,3
44.2613,18.024,2,12
39.69781129,72.98138424,2,12
45.4842,-123.6748,2,3
-8.626481143,120.4401609,2,3
-21.31845152,148.9364121,3,14
28.282927,83.583154,2,12
39.1098,-84.5571,3,3
13.8176,-85.688,2,12
39.55,-123.4246,3,12
32.9913,75.1915,3,15
38.9643,-82.4948,3,3
37.5773,71.7041,2,13
32.4298,75.5807,2,1
38.0053,-108.0383,2,3
16.4072,120.5829,2,14
7.2097,80.207,2,3
26.8722,87.3303,2,1
40.4301,-80.0017,3,12
16.3395,107.7424,2,3
40.1548,-79.7389,2,15
28.1605,84.0907,2,3
-41.335096,174.735459,3,12
28.9446,82.2494,2,12
42.2817,-123.6152,4,15
8.0211,124.3133,2,3
10.4203,123.8418,2,14
-31.9554,115.8468,2,3
33.4005,104.9219,2,15
-2.0746,101.4847,2,3
32.3712,77.2466,2,12
47.6024,-122.4998,3,3
43.7477,-124.1181,4,15
-11.1295,-75.3587,1,3
39.3007,-119.6542,3,3
26.1985,91.7998,3,12
47.5944,-122.3881,2,12
28.0889,85.6352,2,12
34.3,-117.9249,2,3
17.3112,-92.4393,2,12
35.3599,73.9791,1,3
40.0929,-105.8752,2,15
18.2443,-77.0984,2,1
3.1618,101.6983,2,12
16.957,121.3328,2,3
6.0672,7.4833,1,3
20.8404,105.7341,2,3
33.6794,74.2525,2,15
37.03155782,-122.0650416,2,12
25.3919,114.8246,1,12
13.7484,-84.778,2,12
40.69,30.458,2,3
-6.6,106.8,1,1
43.1835,-124.2066,4,15
27.0998,93.6287,1,12
33.4341,75.1923,2,12
54.9753,-5.9605,2,15
28.4333,83.1202,2,1
42.1697,-124.3148,4,15
-17.7558,178.4944,2,3
9.826,125.6095,2,14
44.158,-123.5776,4,15
57.3529,-5.5513,2,12
1.0091,34.4073,2,3
37.196704,-122.154441,2,12
45.8737,6.8935,3,15
48.749,-123.4541,3,3
49.62223265,-119.6632642,2,12
3.3902,101.8881,1,12
45.7051,-121.5913,4,15
37.03845686,-122.0848471,2,12
46.1067,-115.9105,3,3
41.080488,-121.798074,3,12
43.6985,-124.0773,4,15
30.1454,78.6007,2,3
52.054,-9.9768,2,3
22.7596,113.8701,3,12
38.6331,-82.5309,2,3
29.58406963,32.7133246,3,8
40.4338,-111.741,3,3
49.5622,-123.2317,2,12
47.9567,-122.2721,3,3
-22.5657,17.1689,2,3
57.6111,-152.2806,3,12
60.5805,8.8143,2,3
-4.193,138.1165,2,3
44.7573,-122.4893,4,15
45.575361,-122.134723,3,13
42.87622668,-72.6685558,3,3
39.561,-107.3092,2,15
34.4461,-117.6418,2,3
27.9167,84.25,2,12
39.1647,-120.8632,2,3
28.93439223,117.6066571,2,12
27.56884999,85.50492198,2,1
-44.0527,169.38,2,3
27.5,84.6663,2,3
1.9345,99.5577,2,1
31.944,77.1179,2,3
34.4667,72.6792,3,4
42.24,-123.0786,4,15
-29.542639,30.280797,3,7
-41.32446098,174.7660073,3,12
21.7684,92.3783,1,3
45.5137,-122.7297,3,3
4.5572,101.086,2,12
16.28332586,80.26097734,2,12
-22.9417,-43.2491,2,3
5.390741506,100.2822934,3,12
15.0771,-91.0096,2,12
-14.0731,-72.9562,2,3
45.708725,-122.721614,3,12
28.4513,82.2801,1,12
52.3545,-127.698,2,12
26.88405686,88.28087032,2,1
14.6115,121.1601,3,0
42.3051,-124.399,4,15
41.8362,41.887,2,3
37.5715,-82.6473,3,3
34.0952,73.4942,2,1
27.0723,102.7588,1,3
16.5669,120.839,2,14
28.2465,85.3644,2,3
-8.1513,111.7219,2,12
35.4437,-82.2585,3,14
24.4638,92.4943,2,1
-7.4011,109.8113,2,1
29.48,82.2896,1,5
18.9642,-99.6511,1,3
6.959222,80.794842,3,0
7.1721,-10.9093,2,15
42.759463,-91.096206,3,15
60.8396,6.7267,1,15
39.7153,-111.769,3,12
47.52,-72.7,3,3
44.3784,-123.812,4,15
22.3507,91.8147,3,3
29.139,81.773,2,3
34.0887,74.0227,2,3
41.2008,-73.1157,3,1
35.2361,-85.226,3,3
40.1261,-123.8237,3,15
7.82217276,126.1463682,2,12
-22.9363,-43.2347,2,3
9.9995,77.0309,2,9
28.308297,83.174393,1,10
47.2543,-122.5514,2,3
15.5892,43.6319,2,3
47.9277,-122.309,3,12
35.2351,-106.6046,3,3
-7.2643,108.2036,3,1
44.0304,-92.4671,3,12
51.113,-4.1637,2,12
41.3912,-122.1826,1,11
-6.1415,143.6517,2,3
40.24298211,-80.00630324,3,10
37.97157094,-122.2424441,2,5
47.3012,-122.1737,2,12
44.8851,-123.9829,4,15
21.7773,92.1991,3,1
57.5777,-4.1427,2,3
43.4574,16.6114,2,3
38.7144,48.468,3,15
17.4612,121.4255,2,14
10.9628,77.5947,2,3
10.40539545,123.869359,2,12
40.9647,-72.9684,3,3
38.5064,-106.0795,2,12
45.629207,-122.822548,3,12
22.5333,89.4,2,12
16.3603,120.6757,3,1
42.6118,-124.3924,3,12
17.8975,73.2961,2,3
3.1564,101.7022,2,12
29.346,81.0083,2,1
-6.0609,142.8548,2,12
40.7799,-123.3097,3,15
6.769806329,125.1815517,3,3
54.6801,13.435,2,1
11.7792,78.2034,2,12
7.8354,125.3915,2,3
-12.3546,-40.9044,2,3
45.5398,-122.2446,4,15
36.9284,-83.0638,3,3
45.34401354,-122.6193348,3,12
2.0033,112.9675,2,3
40.7067,-105.5951,2,3
-22.9259,-43.184,2,3
37.98880698,-122.2972813,3,15
45.8988,-123.5055,4,15
-22.91010027,-43.09416702,2,3
4.9898,118.2707,2,15
37.2506,43.6143,2,12
15.376,-91.596,2,3
27.02459801,88.43849551,2,3
20.98042183,-156.5437852,3,1
17.3592,121.461,2,14
38.0991,70.0162,1,3
39.6416,-86.1251,3,3
6.9935,81.0473,2,9
16.0781,78.8743,2,3
-41.7689,145.5473,3,12
45.9767,-123.1947,4,15
24.3599,85.6179,3,3
19.5805,-101.7023,2,14
45.5737,-122.1529,1,12
26.0814,94.803,2,3
17.1167,120.917,2,12
3.0977,101.6588,2,3
12.352,-84.7932,2,1
56.3835,-3.235,3,3
30.7313,78.4358,2,12
23.16100191,105.4244893,2,3
48.3475,-124.523,3,15
57.6513,-4.1153,2,3
32.9295,75.1432,2,3
31.808,130.6,2,3
38.0455,-120.3454,2,3
39.1224,-84.4488,3,3
44.3507,-103.7826,3,12
16.976,120.9076,3,14
25.195355,93.172758,3,12
22.2129,-159.4167,2,3
8.4557,77.009,2,3
45.2514,-123.8482,4,15
43.1294,-124.3342,2,15
16.316,120.7414,2,14
45.592,-121.627,4,15
32.3237,77.1935,2,12
50.3763,-4.4927,2,11
31.7083,76.9316,2,3
6.3333,124.95,2,3
39.1252,-84.4639,3,3
41.296315,-78.64694429,3,0
8.504,126.1736,3,12
16.4597,120.5809,1,14
28.6572,82.2345,2,12
8.306127,124.265675,2,12
7.9436,125.2441,2,1
2.5871,112.5473,2,3
44.4156,-123.5633,4,15
34.8442,132.1561,2,3
39.13679306,-111.5601178,3,15
26.2617,116.6544,1,3
26.3221,80.4703,2,9
48.1428,-122.7748,3,10
1.4499,-77.3834,2,3
-22.9849,-43.697,2,3
16.9959,121.3014,2,12
48.3288,-116.8642,2,3
7.0022,80.703,2,14
26.74386788,103.0563058,3,3
29.5326,82.1482,2,3
-36.5124,174.6706,2,3
38.3986,-81.7234,3,15
29.0399,81.7191,2,9
38.43665145,-118.6402004,3,4
17.6,121.3667,2,14
43.3755,-123.5176,3,3
-7.2964,109.7189,2,9
22.35037081,91.83258101,1,1
23.1749,120.2974,1,14
33.098,-116.6468,3,3
45.5315,-122.2559,2,15
16.7133,120.9878,2,14
41.29005736,-73.39666321,3,10
44.1165,-122.4413,4,15
26.1095,103.1552,2,1
46.6437,-121.1875,2,5
9.388,-82.4858,3,3
35.7275,71.7095,2,13
25.4976444,94.12901274,3,1
-7.2732,109.3203,2,3
39.316,68.5748,3,3
48.623821,-122.448275,3,12
34.5474,73.3455,2,4
34.9667,108.4058,2,15
29.7334,79.6367,2,12
33.144018,75.54564,2,15
51.2717,-0.8823,1,1
-22.8549,-43.2742,2,3
17.7055,-91.7416,2,12
40.6525,-80.0671,2,3
-22.9035,-43.2096,5,3
34.1416,77.4871,5,3
52.9903,-119.3106,2,12
47.6495,-122.6172,2,3
36.99351356,-106.2829351,2,15
35.6312,-82.4086,3,15
17.5396,120.9956,2,14
46.1199,-123.3467,4,15
23.4946,111.2768,2,12
45.5178,-122.3554,4,15
49.1758,-122.1494,2,15
16.93911427,73.4745894,2,3
20.5349,73.1703,2,12
47.4697,-123.0957,3,3
35.2865,-85.1789,3,12
44.6567,-123.7497,4,15
10.2813,123.8257,3,12
27.2084,88.4909,2,12
9.8815,-83.9401,2,3
27.5138,87.8086,2,12
26.6582,107.9327,2,12
14.4837,-87.7152,2,12
21.5,110.6877,1,14
-22.9577,-43.1992,2,3
-6.584,106.7732,2,3
7.8098,125.4498,2,12
27.7773,85.8416,2,3
48.23301744,-116.8964519,3,13
10.3717,-61.3917,3,3
40.6545,-89.5567,3,12
33.5006,-117.7431,2,12
36.2063,71.7854,2,3
22.6923,121.0212,2,14
18.4281,121.0642,2,14
39.9708,-105.1983,3,15
-2.5559,140.7156,2,3
50.6756,-119.3135,3,5
-7.2484,107.9097,2,3
38.7175,141.0151,1,4
9.53,123.31,2,3
35.5063,73.8056,1,1
3.2294,101.711,2,12
-3.9636,39.7476,2,3
41.1569,48.58,2,3
10.2833,125.0667,2,3
50.4972,-4.21,2,12
24.4267,98.5852,2,14
-16.7324,179.3997,2,3
12.856627,102.608286,3,0
-18.109,178.438,3,12
15.8716,120.5739,2,3
-18.095193,178.440048,2,12
7.0804,125.6147,2,3
36.5538,-121.748,3,12
15.0376,108.4489,2,3
26.4216,117.9097,2,3
10.0678,-84.0033,3,3
28.0336,85.2178,3,3
36.5011,74.8899,2,3
38.95349606,-119.8489176,3,13
47.5631,-122.2132,3,3
11.2288,-60.6054,2,14
42.42373266,-123.3280821,3,12
37.57,-122.515,3,12
48.0389,-122.4035,2,13
29.4596,82.0446,2,15
30.7351,79.0666,5,3
10.007,76.7105,2,3
21.6906,105.7952,5,3
41.1676,44.8485,3,15
14.674,-90.457,3,3
44.6239,-123.5551,4,15
34.525881,71.398496,3,12
-22.3998,-43.0072,1,3
22.1915,104.4989,2,3
12.1969,124.5528,2,1
42.2322,-111.7272,2,3
37.2101,-83.1137,2,3
29.6088,119.0419,2,3
41.189,44.892,1,3
30.6,110.3333,2,12
0.1739,30.0839,3,12
31.5375,77.3737,2,3
34.2716,-118.0282,3,12
49.9132,-119.4897,3,15
47.3093,-122.2536,3,15
44.3984,-123.7788,1,13
43.7506,-124.1228,4,15
-44.6887,168.1281,2,3
33.7584,35.6376,2,3
24.959,121.4479,2,14
44.1867,7.1583,1,15
43.2386,-79.8363,3,15
47.6543,-122.9374,2,3
24.2451,94.0691,2,12
47.479,-122.359,3,3
42.8004,-77.3018,3,3
45.9564,-122.7967,2,15
27.7565,88.632,1,3
40.7511,14.482,3,3
-41.2869,174.0184,2,3
39.39506856,68.54795417,2,12
-12.9828,-38.4837,2,3
35.6024,-83.426,3,3
12.0311,124.9919,2,3
38.48258714,-105.4129317,3,15
10.4891,-66.9146,2,3
48.4526,-70.901,2,3
9.9643,-84.252,3,12
35.5225,133.9654,2,3
-14.2781,-170.5825,2,3
30.4554,78.0973,2,3
30.4043,79.3318,2,12
-11.9161,-76.6791,2,3
-36.95034055,174.6494078,2,12
47.5876,-122.3807,2,3
34.5382,74.2493,2,3
45.5598,-123.8923,4,15
36.6878,-84.2444,3,3
3.013135465,101.7707724,3,12
-7.6926,109.5337,1,3
44.5687,-80.9204,3,15
34.23932576,-117.4983005,3,3
37.4072,-82.4322,3,3
55.8686,-4.8899,3,14
26.9435,88.4445,2,3
27.2298,94.0989,2,3
28.1458,105.4597,2,3
42.7272715,13.6883749,4,15
26.0977,94.7031,2,15
44.6511,-124.031,2,3
39.30552057,-119.9142097,2,12
28.2654,104.1313,2,3
-0.2751,100.2804,2,12
14.7159,-91.8708,3,12
32.6173,75.264,2,15
43.6533,-123.8259,4,15
35.2594,-82.7102,3,3
10.0539,76.8298,2,9
34.00612387,-118.8114018,3,15
22.63,120.35,2,14
2.6752,-75.6447,2,12
34.11901266,73.87646407,2,3
43.596,-91.2256,2,12
24.9,102.0,2,12
19.1935,73.0114,2,3
9.2171,126.1466,2,3
43.3845,-124.2211,4,15
41.71539,-124.135637,3,10
6.1188,124.8792,2,3
38.615,-82.4835,3,3
23.32140323,93.75079688,4,15
27.21962595,89.5187916,2,3
25.6875,-100.487,2,14
17.5861,73.1742,2,3
30.81507336,78.2242533,2,3
31.9006,102.2256,2,12
-36.5438,174.7033,2,3
25.0604,93.9877,2,12
44.699,-122.2226,4,15
38.5393,-123.0933,2,15
30.0694,101.44,2,3
30.506,79.1127,2,3
38.9749,-110.15,3,12
18.3297,82.9565,2,14
39.12,-84.6621,3,3
17.9693,-77.2433,2,3
5.9913,116.5754,2,3
39.4302,-120.0336,2,3
19.9333,-97.85,2,14
26.6017,106.657,2,3
6.0103,80.362,3,12
29.5388,80.9963,2,9
38.9398,-105.0175,3,3
27.7625,83.5165,2,15
43.54829,-108.1901238,2,12
-36.9322,175.4632,2,3
28.4414,82.624,2,15
37.00790092,-122.0480689,3,1
25.0118,94.3136,1,9
7.902,123.7746,2,14
28.0276,83.3164,2,3
57.3121,-4.8501,1,15
28.1906,82.314,2,12
28.2265,82.553,2,12
13.3382,-61.1912,5,3
44.6552,-123.8193,4,15
40.5217,46.0806,2,3
34.5784,-118.5561,1,5
-22.9399,-43.1943,2,3
36.7908,-84.1668,3,3
-22.9033,-43.2394,2,3
-22.9337,-43.1172,2,3
35.4299,-82.2055,2,12
45.2711,-123.8355,4,15
38.48712641,-123.0182724,2,3
30.9202,103.6205,2,3
30.6539,78.3366,2,12
19.745,-72.2152,2,3
39.9963,-111.3962,3,3
22.0596,103.1644,2,5
1.0171,34.2544,2,3
44.137,-123.5991,2,3
53.3705,-2.9411,3,3
39.4714,-111.1546,2,3
32.5282,75.1199,2,1
25.5576,91.8506,2,12
1.1188,110.2726,2,3
21.23699085,92.10434768,2,1
40.4191,-79.9647,3,3
-7.7333,109.0,2,3
33.3296,75.203,2,1
21.0324,105.7586,2,3
6.2167,80.45,2,3
-46.7748,167.6337,3,3
33.53,71.0525,2,12
34.1481,77.6538,1,3
27.7768,85.8888,2,9
-1.2355,29.9832,2,3
47.989,-122.363,3,3
-23.916049,-65.467344,5,3
16.8686,96.1433,2,8
7.3521,126.1544,2,14
52.5726,1.7307,3,3
47.432,-122.334,3,12
30.6014,78.3449,2,3
31.747,35.5915,1,12
56.5692,-132.7348,2,3
-37.9622,177.0314,2,3
47.93109,-122.308982,3,12
-36.7929,175.0955,2,14
21.639,-158.0599,2,15
44.2302,-124.1094,4,15
-22.9196,-43.0732,2,3
34.2304,-117.2997,3,1
46.7191,6.852,5,12
14.6444,121.0335,5,14
42.7235,23.2389,3,15
44.1157,-122.4605,4,15
26.22247247,91.92053028,2,1
27.0765,88.4808,2,12
16.6619,121.6386,2,3
29.1935,119.7975,3,3
38.3795304,71.44957392,2,15
26.092493,94.257523,1,12
55.1106,-121.7879,2,3
36.0833,-117.9771,2,3
13.7645,-87.434,2,15
34.208,77.5101,1,3
19.1646,72.9325,2,9
39.7956,-105.7643,2,12
23.8986,91.7599,2,3
39.4631,-79.009,3,3
34.2243,-118.2263,3,3
43.2372,-79.8324,3,6
3.414,101.7863,2,12
27.7908,84.4783,3,4
27.2284,111.8963,2,15
38.009,-108.0462,2,3
35.9,-84.5255,2,2
36.1054,-115.8215,2,12
38.1838,-81.3139,3,3
44.6163,22.7941,2,12
-7.533,109.3047,2,3
44.6677,-123.8171,4,15
-19.5378,-40.949,1,12
38.63990848,-122.7574041,2,3
38.0604,-108.1234,2,3
20.7844,97.0235,2,3
49.4288,17.6627,2,3
-43.5698,170.1797,3,4
-38.5854,143.9341,2,3
36.1207,103.3173,2,12
6.7646,80.8682,2,3
45.5169,-122.3587,1,15
22.039752,103.993894,2,5
46.1936,-123.7999,2,15
29.1491,81.6165,3,3
11.4191,-9.1765,2,3
6.754,80.9514,2,3
49.8607,-114.7462,3,1
37.08229788,-121.976461,3,12
25.7262,108.7399,2,15
-0.2633,-78.5061,2,12
-4.8386,119.6038,2,3
28.1901,83.6972,2,3
45.9126,-123.5045,4,15
34.2413,-118.2208,3,3
15.5918,-61.3731,2,12
35.8473,-83.5703,3,12
27.05957271,93.50102778,2,1
60.4964,-150.0041,2,6
44.6901,22.4154,2,12
25.9703,91.8584,2,15
45.9953,-122.8771,4,15
45.9145,-73.4378,3,14
27.3172,86.5,2,3
10.2833,123.8667,3,3
0.3653,123.2913,2,9
-26.6144,153.0265,3,3
36.770029,-83.712126,3,12
48.72384823,-116.5300705,2,1
16.574445,120.732714,1,1
43.4,-124.2213,4,15
6.534614009,5.868706113,2,15
30.8522,76.991,2,12
25.4191,94.1079,2,12
8.4,-75.899,2,3
47.5328,-122.073,1,12
42.1936,-120.0051,4,15
-22.904,-43.1193,2,3
-40.3175,175.7944,3,15
17.2568,-96.0289,2,14
24.8,121.67,2,14
45.385,26.5227,2,12
-17.311122,179.402164,3,1
6.622961187,3.381341033,2,12
47.93,-120.5182,3,3
-9.5744,160.1445,2,12
44.3998,-123.8596,4,15
53.6057,-9.7083,3,3
44.6993,-122.2134,4,15
15.4004,-61.344,2,3
-16.38701661,-73.26556208,5,3
45.0664,9.2635,2,3
47.7471,-121.0968,2,3
5.9606,116.388,2,3
41.74309277,-70.61794177,3,3
44.1547,-93.9816,3,12
45.6441,-123.3502,4,15
27.278,116.036,2,3
50.76327922,-120.3290473,3,12
-8.8961,13.351,2,3
35.7108,-83.4998,3,3
37.86898188,-122.1956834,3,12
4.0072,103.2747,2,15
45.976,-117.262,4,15
-44.675943,167.940244,2,12
45.6888,-123.8837,4,15
25.4196,94.1054,2,3
47.267,-122.2625,3,12
42.1004,-72.0295,2,1
40.0118,-79.9935,2,1
43.6492,-123.6629,4,15
25.132228,93.04681,3,12
50.199554,-5.469516,3,12
-4.3269,15.2962,2,12
33.5452,73.7062,2,12
15.954,120.9766,2,14
45.2771,-123.8289,4,15
38.163,-82.5052,3,12
1.8362,-76.9857,1,12
49.2065,-122.9038,3,3
28.2782,84.2758,2,12
7.2075,122.2299,2,3
34.0712,-119.0125,3,3
-3.99,-79.205,2,3
28.4167,83.6667,2,1
-29.6634,-51.1339,2,3
27.98531715,94.21263589,2,12
-9.4333,159.95,2,3
35.856966,-121.413869,3,12
44.1447,39.0616,2,12
28.2091,82.8541,1,1
7.674494083,125.8603905,2,12
33.8667,73.7667,2,12
10.3026,123.9067,3,14
39.0163,-122.6411,3,3
-45.8243,170.5957,2,3
13.8516,-61.0429,2,14
34.6861,73.1879,2,12
9.1464,-83.3268,3,15
10.3503,125.1094,2,3
10.5546,-84.8955,2,12
38.32738183,-122.3529566,3,12
38.6725,-81.3907,2,3
19.5178,83.1809,2,8
34.1941,-118.998,2,3
-29.5345,-53.3906,2,3
34.8075,73.6889,2,3
13.7705,-60.969,2,14
26.9599,88.268,2,3
-8.1431,111.2896,2,3
47.4705,-123.0976,2,3
6.5046,-75.3081,2,15
21.34684783,-158.1221968,3,3
8.558668245,76.89785918,2,0
-4.0602,-78.9638,3,3
10.3419,123.8842,2,1
9.3059,125.8571,1,3
44.7829,-122.6175,4,15
30.28,109.48,2,3
35.1812,-82.7308,3,3
31.1003,77.1751,3,1
26.1966,91.802,2,12
18.5158,73.1822,3,12
13.4379,-88.2756,2,12
39.19779968,71.27547914,1,13
47.8529298,-120.1368839,3,15
38.9625,-121.0526,3,3
34.6768,-83.9076,3,3
3.191775857,101.7721705,3,3
44.4721,-123.4908,4,15
40.0945423,-80.75848389,3,12
22.59420297,92.16404889,2,12
63.562,-149.6437,2,6
0.911,123.0805,2,3
25.43807422,91.79904872,2,1
9.7534,122.4786,1,3
23.899,94.1434,2,12
23.3572,92.7878,2,1
45.7617,-122.7346,2,3
-8.0204,-34.9817,2,3
54.267,-0.3913,2,12
31.07,103.49,1,3
-2.233,101.4173,2,12
28.2856,83.0426,2,3
49.9145,-116.9155,2,3
33.3852,74.2562,2,3
38.1761,-82.0843,3,15
29.3038,80.6581,2,3
24.768609,92.821182,1,5
33.3390327,75.1916877,2,3
25.6633,94.4703,2,3
42.1436,24.7502,3,1
42.6027,-124.3966,4,15
-16.4652,179.3942,2,12
-7.853409423,111.6799444,2,12
10.4548,-84.8751,2,14
20.5402,-98.9492,5,14
41.4906,72.3179,2,3
10.3494,123.9334,2,3
27.1663,100.0692,2,3
18.8204,97.1594,2,3
35.557352,-84.00841,3,15
9.9323,-84.4453,2,3
47.4895,-122.3635,3,5
39.9582,-80.7942,2,1
9.4405,-79.7754,2,0
20.17,-98.0492,1,14
45.9951,-122.877,4,15
41.4189,31.7365,2,15
32.36487904,-90.87507319,2,3
43.4026,-115.5605,2,3
12.89674168,74.85970453,3,12
43.6698,40.298,3,12
45.0432,-110.732,2,3
-0.6811,119.762,2,12
8.5008,124.4309,2,14
37.2111985,-112.9584172,3,15
25.8782,94.1739,2,3
44.1473,-71.9691,3,3
-0.6549,-78.874,2,3
21.443,92.0076,2,12
32.4879,105.8453,1,12
31.5728,77.8561,2,1
46.195,-123.7731,4,15
47.2943,12.9525,2,3
37.8871,-122.4484,3,3
37.69857085,-82.29706429,3,12
10.3904,124.9851,2,12
45.580476,-122.795871,3,13
-6.0377,144.9642,1,12
44.1646,-124.0097,2,12
45.29581188,-114.6045797,3,13
30.383,78.5094,2,3
31.5423,104.1298,2,3
-0.899660812,100.3934933,2,5
36.1748,-82.0071,3,15
37.11761054,-122.0859022,3,12
5.3151,115.2202,2,1
-4.3313,-79.7811,3,1
34.9926,72.3661,2,3
36.5499,-104.8122,2,15
20.7715,-156.2414,3,15
14.3855,-91.1789,2,12
30.5151,78.3684,2,3
8.5612,-74.9185,2,3
45.1932,-122.1948,4,15
21.3,106.623,2,14
46.9602,7.3968,3,3
37.4833,21.65,2,12
32.5612,76.1238,2,3
33.1617,75.3278,2,3
25.6167,96.3167,2,3
10.676,-61.516,2,3
19.2444,-103.7244,2,14
34.2256,73.673,2,3
20.041249,-155.371656,3,12
38.849,-119.6462,2,3
43.6396,-122.1757,4,15
5.3511,100.2531,1,3
27.0736,88.4779,2,1
19.2606,109.8039,2,3
44.4001,-122.2637,4,15
-17.9642,-65.4614,2,3
14.617,-90.4997,2,12
33.49573061,75.18134474,2,12
28.0063,83.7826,2,3
31.1,77.16,2,12
28.2912,83.9422,3,1
38.708,16.1901,2,3
37.742472,-122.414222,3,3
35.9778,-86.8239,2,3
3.0194,101.6021,2,12
33.9639,74.9597,2,3
47.4169527,-123.1317492,3,12
44.4175,-71.6923,3,12
27.82743132,93.62407259,2,12
10.3031,76.7604,2,9
35.9283,-83.9594,3,3
27.339,88.6065,2,3
39.7469,-105.3073,2,15
27.178,99.2868,2,15
13.6466,-88.8347,2,14
10.6,122.6167,2,12
37.5666,126.9778,1,12
-22.7594,-43.1093,2,3
0.4,124.1,2,3
20.3852,121.9206,2,3
45.1623,-117.3062,1,15
1.3314,120.925,2,3
28.1436,84.6979,1,15
49.8453,19.7156,2,3
25.61919207,92.7094701,2,1
41.7497,-77.299,3,12
47.9361,-122.3059,3,3
37.018892,-121.93556,1,12
9.7244,125.4203,2,3
45.6069,-123.4605,4,15
37.4996,-82.4902,2,12
32.5383,-96.9854,3,12
25.4749,93.1477,2,3
28.715,113.587,2,1
22.3521,91.8151,2,3
27.2485,86.6444,2,3
44.4635,-123.509,4,15
40.498,-80.302,3,12
43.8687,-122.6893,4,15
11.21089464,124.4806713,3,4
30.5475,114.3093,2,3
38.1369,-92.7993,3,15
39.068,-106.3538,2,3
16.3694,120.6059,2,14
37.8505,140.9505,3,0
38.5514,-105.0973,2,1
25.82860033,91.876717,2,3
46.7496,-121.5568,2,6
37.0016,110.8522,2,1
23.4333,120.7803,1,14
-39.8931,176.5992,2,14
-18.0903,178.3623,2,12
9.5009,98.9984,2,1
38.00797062,-122.6171741,3,12
0.2417,35.6614,2,8
1.45079,124.85034,3,12
-0.3264,100.1535,5,12
44.1165,-122.4412,4,15
45.567376,-122.812342,3,12
34.5554,73.3569,2,3
-38.70743,174.616841,3,12
47.0708,-122.7007,2,3
0.9751,34.294,2,3
13.9616,-86.563,2,15
-41.31460954,174.7789668,3,12
-7.3683,112.7145,2,3
33.7946,-110.5052,2,3
38.4638,-123.0104,3,3
25.6157,96.3167,1,12
28.0306,83.8617,2,3
43.3166,12.8788,2,3
50.6353,-2.4266,2,3
50.2425,-119.3222,3,15
-33.7341,150.314,2,3
9.3825,98.7612,2,3
9.1559,-79.4295,2,3
40.8462,-122.8385,2,15
-14.1232,-70.1217,2,3
6.0638,116.2837,2,3
36.8871,-83.4601,3,3
34.5587,-118.4938,1,5
26.1147,94.3864,2,3
51.2595,-0.1557,2,1
-30.05,30.8833,2,3
-19.366,-65.948,1,3
42.443,-72.801,3,3
45.1373,-122.0822,4,15
28.3921,82.4696,2,3
32.21412463,35.87459382,2,0
26.19037705,91.77306002,3,1
21.6598,110.9276,2,14
45.2814,-120.2926,4,15
22.6966,104.5595,2,14
-9.2114,-76.1311,2,12
27.83196401,84.54704621,2,12
-7.765408764,111.806656,1,3
9.9275,-84.4557,3,4
-0.3536,34.8078,2,3
19.3074,101.8343,2,12
12.9368,77.6177,2,0
24.33197035,91.8008536,3,12
47.229291,-122.255001,3,12
36.23,111.38,2,12
-8.8189,158.1908,2,1
