latitude,longitude,landslide_size,landslide_trigger
15.3211,-61.3124,2,3
39.6942,-123.7976,2,12
39.0545,-94.6478,3,3
46.8875,-113.9251,3,3
54.4874,-0.6136,2,12
47.7632,-122.321,2,3
-7.803124,111.845613,4,5
39.4415,-123.8033,3,12
34.0588,-116.5671,2,14
42.9633,-123.8481,4,15
38.917,-123.0556,2,3
30.33597362,79.31958144,3,12
40.1192,-105.3896,5,12
42.63338074,-114.5205872,2,5
44.6314,-124.0064,4,15
9.9077,98.6937,3,1
21.47819035,91.96737514,2,3
40.43687977,-79.78054802,3,10
33.242,75.231,2,12
-29.4985,152.3913,2,12
8.4951,76.921,2,3
33.7456,-117.6357,3,3
43.0266,-76.3302,3,3
49.4736,-123.235,2,1
32.2338,77.1784,2,1
54.8226,-5.9506,3,12
-6.987102,107.460851,4,12
6.0462,116.5964,2,1
-7.00063,110.41455,3,12
25.1187,121.6916,1,3
34.4989,73.0549,3,8
-22.923,-43.0907,2,3
39.5874,-107.1974,2,6
-8.7401,115.5442,2,10
-16.5293,-68.0861,1,3
45.8126,-108.6856,3,10
49.773429,0.389642,3,15
48.0745,-123.8193,3,15
22.7176,92.8416,2,3
-22.9928,-43.2524,2,3
12.282,124.6167,2,3
30.4297,97.1598,1,3
12.5142,125.1598,2,3
40.4239,-80.0181,2,12
24.32420539,93.15020652,1,3
31.93184108,-90.29507589,2,2
32.351,77.2234,2,12
35.2646,71.9975,3,13
13.6905,-89.32,2,12
38.8783,-104.9445,3,15
40.4537,-111.662,2,3
40.37960204,-111.5534648,2,12
45.6654,-123.927,4,15
-7.4053,108.5624,2,3
42.424,-124.4134,4,15
1.458622,124.843053,3,12
43.44327375,-79.67403367,3,1
21.444,92.1117,3,9
5.4204,116.7968,2,1
34.5677,73.1543,2,3
48.6976,-122.4957,3,3
27.1418,87.7788,2,12
34.28752918,-117.3556802,2,12
-43.5611,170.1796,1,10
10.6933,-61.4484,2,3
27.20517346,86.65683342,2,1
7.5048,124.3113,2,3
36.1788,74.158,2,3
49.57167719,-121.4039357,3,15
46.0226,-122.8802,4,15
30.1035,78.4265,2,3
27.3736,88.7323,2,12
45.5469,-123.9047,3,12
5.4958,-75.0144,1,3
-22.9631,-43.0252,2,3
39.0081,-122.6192,3,3
-0.3203,30.4192,2,3
35.7508,68.8479,2,12
27.5798729,91.85672387,2,15
26.1699,94.4922,1,15
56.2365,-4.8875,2,3
-6.892,107.1749,2,3
14.6918,-91.1168,2,14
-17.942215,178.371324,2,1
-0.6833,36.9667,2,3
21.42181705,92.17584376,2,1
41.10519866,70.51167011,2,15
35.6733,-83.6643,3,3
17.4541,121.2284,2,14
15.2322,-90.2417,2,12
45.3965,-122.4654,4,15
16.2137,107.2806,2,3
12.89163444,74.88548779,2,3
-22.5232,-43.2212,2,3
32.9913,75.1915,2,3
47.9395,-122.3099,2,15
37.4233,-82.7058,3,13
27.90362599,85.91050294,3,12
38.3314,-81.5791,2,15
3.1477,101.8258,1,3
39.2902,-76.6651,3,12
27.9333,84.4167,2,12
7.8471,126.0509,2,14
31.3456,-110.2541,2,12
37.2283,-83.0567,3,3
-6.8396,107.5844,2,3
38.18461017,-81.31717065,3,1
16.4003,120.5876,2,3
42.0819,-122.5921,4,15
17.95,-76.35,2,12
-14.2642,-170.651,2,3
26.1868,91.6739,2,12
20.66346651,-156.04243,2,12
19.316,83.2414,2,3
45.6372,-123.2668,4,15
-6.714382566,106.6185846,3,12
16.40331346,120.589519,1,14
37.65203,-121.9822913,3,3
7.578214838,125.8334627,2,12
42.0291,43.5285,3,12
15.2892,-91.0892,2,3
31.46626719,76.86927482,2,0
10.4867,-66.9211,2,3
19.9024,99.8324,3,1
-19.330294,48.977796,1,3
14.5755,-90.4959,2,12
37.36321806,-122.1689726,3,12
14.7231,121.2541,2,3
37.4204,-79.12,3,3
12.3487,-84.8163,3,1
16.4564,120.5855,2,14
41.8741,-1.2144,2,12
49.726406,-116.911834,3,12
43.3027,-122.5277,4,15
38.6697,-85.1616,4,3
27.61919882,111.4563986,2,3
6.8586,37.7542,1,3
1.2951,110.2716,2,3
45.2944,-122.3279,2,12
6.2674,-75.5758,2,3
37.02829013,-122.216077,3,12
33.4008,104.9221,2,3
30.23936058,77.9558167,3,1
42.1144,-75.9324,3,12
44.6811,-124.0538,2,3
18.2216,121.0489,2,3
10.3479,123.881,3,1
37.86317238,-122.4968041,2,3
7.1426,125.4782,2,3
28.51,81.48,2,3
38.5582,-123.0953,3,12
44.9184,-120.2668,4,15
39.544,-77.7175,3,3
44.158,-123.5777,4,15
48.5973,-122.4219,3,15
37.31941622,-122.265628,2,12
34.4406,-97.128,3,14
10.3163,123.8529,2,3
23.4367,120.7211,2,14
30.2902,79.151,2,3
17.6424,121.3254,2,14
52.438,-9.43,2,12
13.3124,122.0557,2,3
24.634,121.7541,1,3
8.4683,-73.2843,1,12
33.2394,75.2405,3,12
14.6229,-90.5316,2,12
10.26604714,123.8311893,2,3
38.1684,-84.8703,2,3
7.922409713,123.6862992,2,3
22.1909,92.2135,2,1
34.0373,-116.5898,3,3
19.9883,-155.2448,3,3
45.8269,-123.7807,4,15
1.531,110.3442,2,12
-3.3729,35.8526,2,3
35.1544,74.0453,2,1
14.7038,-91.0873,2,12
27.7745,85.2401,2,3
31.1667,110.85,1,12
44.0319,-123.8481,4,15
10.5133,-61.2714,3,3
-6.5817,106.7895,2,12
34.1587,74.4725,2,1
34.1607,-117.8392,3,3
27.8808,83.3395,2,3
37.1995,-80.0628,2,12
45.4096,-122.6629,2,3
28.1778,83.7,2,3
16.4992,120.566,2,14
50.7181,-1.8649,2,12
41.75450225,71.03024017,2,12
36.9081,-121.6338,2,3
38.8815,-107.6129,3,3
31.72415448,76.93732121,3,3
4.3013,-74.8055,2,3
44.7273,-124.0576,4,15
9.5033,100.0055,2,3
38.2323,-81.5377,2,3
22.5777,114.0684,2,14
-22.8754,-43.0842,2,3
50.4444,-4.9527,3,12
33.4406,75.1996,2,3
27.3167,86.5,2,1
44.1872,-123.5561,4,15
42.4581,-123.0279,4,15
10.111,-84.809,2,3
60.3751,6.477,2,12
-45.8767,170.6273,2,3
10.666,-61.3832,2,14
33.9062,-116.8721,3,12
45.5773,-122.7616,4,15
45.5635,-123.5828,4,15
40.5276,-79.7953,3,15
29.7036,78.5658,2,3
33.7397,105.7301,1,3
25.6623,94.1072,2,3
45.6706,-121.9383,3,12
9.2332,-79.6961,2,3
-36.6184,146.8092,2,12
4.4119,101.3801,2,3
47.7518,-122.3813,2,12
9.9983,76.7329,2,12
47.9517,-122.1944,3,15
27.7167,88.5577,2,3
23.7327,92.7463,2,3
-3.5517,137.3707,3,12
7.4237,80.6104,2,3
-37.9673,177.0457,2,3
47.446,12.3966,2,12
6.9315,81.1752,2,1
7.4943,122.3435,2,3
45.0339,-121.5111,4,15
38.7164,-123.3974,2,12
44.7972,-106.9562,2,12
42.9124,21.4743,2,3
7.4678,80.6241,2,3
18.1257,-77.7405,2,12
40.9108,-111.8191,3,3
18.7335,-72.4133,1,12
28.2653,83.6032,2,3
36.4942495,-118.8237671,3,12
37.94963871,-122.5132598,3,12
38.2211,-81.4472,3,15
33.3216,75.1984,2,3
27.1748,88.6458,1,12
24.544,85.3492,2,15
46.1213,-123.2408,4,15
-37.193542,175.848165,2,3
37.577,-82.4423,1,3
-23.54612792,-46.6288398,2,3
0.6194,-77.7404,3,4
10.42450171,123.9428072,2,3
37.8024,-81.9312,2,12
38.07540319,-82.59402528,3,3
-36.9516,174.57,2,15
49.806065,-116.903232,3,12
16.8989,-99.9452,2,0
28.1214,120.9413,1,14
45.7413,-123.9529,4,15
42.9627,-123.8388,4,15
26.8988,87.2773,2,1
47.2846,-122.5562,3,3
18.5347,-72.4097,3,3
19.2818,-96.3149,2,14
10.715,122.2342,2,3
27.8916,85.5036,2,3
0.777,120.413,2,3
17.1167,100.8333,2,12
12.1512,123.6452,2,1
21.3996,-157.8939,3,3
51.663709,-0.396445,3,15
38.0749613,-83.4164066,3,12
11.7095,76.074,1,9
53.543,-1.568,3,15
35.74856262,-82.337661,3,6
19.41286968,73.28423263,2,12
32.7995,-97.2688,2,12
26.9318,87.3201,2,1
37.4808,126.9936,1,3
0.744821843,120.5927163,2,12
5.4704,100.2731,2,15
6.4564,124.8763,2,3
13.2817,-88.1253,3,4
7.088,80.6517,2,3
43.6091,-115.2605,2,12
-6.7333,110.8667,2,12
25.7055,94.0132,1,12
-44.0582,169.3808,2,3
27.1722,87.0479,2,1
26.1771,91.7599,2,12
15.4838,73.8164,2,0
18.126608,-76.453543,2,1
38.1362,-81.2584,3,12
51.1584,-0.3339,2,15
32.97668497,-116.9953659,3,3
27.04357147,88.26522126,2,14
33.4298,-117.629,3,3
43.4771,-72.4066,3,15
16.2867,120.5842,2,14
17.3165,-62.7955,3,12
-7.47144,107.6662643,2,15
34.380809,-118.4056832,2,3
42.7234,44.511,1,3
16.4064,120.5583,2,14
24.7679,93.4108,2,3
6.022,116.4916,2,3
51.0199,0.3638,2,15
31.5216,78.1346,2,15
46.9085,-120.5001,2,3
41.5951,41.9385,3,3
-11.5589,-74.1365,1,3
23.2693,56.4742,2,12
52.267,-7.1194,3,3
6.9438,81.0684,2,3
22.0,92.3333,2,3
38.1107,-83.5013,3,3
-22.9066,-43.1259,3,3
28.5266,83.2765,2,9
-6.9237,107.0,2,3
28.2317,84.8756,2,1
-22.8999,-43.1227,2,3
5.4439,100.3028,2,3
34.0978,74.4016,2,1
37.8228,-81.9348,2,3
5.2923,100.249,3,3
50.5662,-123.1173,2,3
34.1574,-118.6189,2,3
32.0985,76.2665,1,12
51.11925844,17.01749869,3,11
45.5317,-122.2528,4,15
42.9634,-123.829,4,15
38.733,-120.7629,3,15
16.0667,120.9167,2,14
43.3491,11.3032,5,3
14.8955,-87.9423,3,15
18.2348,-72.5364,3,3
12.4359,9.1854,2,8
41.7246,74.4438,2,3
29.44260809,81.58545459,3,1
53.8822,-0.1391,3,15
-7.241780411,146.4764078,3,12
11.2027,-60.6372,2,12
27.7009,86.726,1,3
6.9025,80.9083,2,3
27.6292,104.0479,1,3
27.167,88.3652,2,3
34.1042,72.46,2,12
11.2738,75.8275,2,12
-22.9214,-43.0878,2,3
24.6005,92.3814,2,3
17.7297,100.6846,2,12
46.2052,-122.9165,3,3
6.260792736,80.49138664,2,1
34.36345704,-119.4488081,3,12
5.7884,95.2897,2,3
6.0581,116.2824,2,12
41.7,41.8,2,3
27.401,105.2866,2,12
-25.572,-48.7906,2,3
26.9978,88.167,2,3
27.05,90.8,2,12
25.4786,94.1327,2,3
10.41107984,123.877217,3,12
33.3018,75.1793,2,3
58.1728,-3.8575,3,3
13.3201,123.5841,2,12
49.14619326,-116.7619053,3,12
23.37,116.7035,1,3
40.86625858,73.34015666,2,12
45.8262,-123.961,4,15
34.3887,106.922,2,12
55.893,-2.2147,3,3
35.6259,-83.4184,3,15
40.4836,-79.9043,3,15
19.1209,72.8406,3,3
40.4678,-111.7679,2,12
34.1364,-118.2974,3,12
47.7888,-122.6278,2,3
47.919,-120.2137,2,12
47.6357,-122.3848,2,3
45.4257,-75.6896,3,15
14.4039,-90.6986,2,14
35.6092,-82.534,2,5
45.5616,-123.9343,4,15
40.325565,-80.60591,3,12
29.0833,81.3333,2,3
-17.9984,178.5358,2,3
39.0071,70.1951,3,3
24.8142,93.5444,5,3
17.75,121.25,2,12
27.7513,85.8166,2,3
31.45206,78.401303,3,12
16.4664,120.5746,1,14
35.3884,-83.4985,2,12
25.73318099,93.99655231,3,1
27.6391,104.0529,5,12
13.7836,124.391,2,14
7.1514,124.2396,2,14
18.5225,-69.8693,2,14
38.4115,-122.8921,2,12
40.22156009,-80.66727437,2,3
6.8196,80.8448,2,12
37.8559,-122.4944,3,3
43.3394,-122.7225,4,15
27.7649,87.199,2,12
34.3006,105.8268,2,12
38.0458,-122.7733,3,3
34.896813,-118.921159,3,12
40.9959,45.6886,2,3
18.2152,-76.9659,2,12
22.7099,113.9349,1,15
35.2588,-111.6179,2,12
7.8339,125.5986,2,12
46.775,-123.0873,2,1
-8.8176,13.2272,2,3
34.9098,-111.7268,3,1
39.66993303,71.99993036,4,12
21.7653,104.1608,2,12
33.0107,74.9397,2,3
29.7,67.3833,2,12
33.1445,75.5469,2,1
39.4738,141.9488,2,14
35.0952,-106.6265,3,3
-15.3004,166.9182,1,14
33.0977,75.5787,2,15
35.7276334,71.30557792,5,13
46.9795,-123.8439,2,3
36.27009466,-85.97897289,3,12
12.349,-84.8195,2,1
47.2741,-122.2605,3,12
45.897,-123.5356,4,15
45.5599,-123.8924,4,15
-7.8536645,111.6796011,2,12
35.378269,71.786687,4,12
37.07794252,-121.9805946,2,12
38.898,-90.1993,3,3
27.3425,88.6236,2,12
11.0333,122.2,2,12
31.69137979,77.13222306,2,1
20.4475,-98.1654,2,14
39.9984,-80.7785,3,3
28.2134,83.9557,3,3
15.3239,108.69,2,3
45.2076,-123.8864,4,15
71.53659933,-53.20874578,0,6
-5.8645,105.7474,2,3
51.4942,-0.1595,2,12
35.3063,75.6414,2,3
41.0033,-111.8657,3,3
45.5635,-123.5828,4,15
4.6967,114.7247,3,3
27.8143,85.8315,2,3
47.505313,-122.19965,3,12
44.0091,-123.7615,4,15
33.5791,73.0868,2,3
-22.4115,-42.9705,1,3
25.1472,91.7483,2,8
25.4192,94.108,2,12
37.2199,69.7078,2,12
27.9271,83.529,2,12
34.3426,-84.0226,2,12
30.2835,79.2498,2,12
0.771483087,35.56580095,1,12
-33.2961,-70.2686,2,3
10.8319,78.7075,2,15
-0.58474,37.559988,2,12
14.664,-90.5164,2,12
37.5457,-82.7778,3,12
27.6276,87.7924,2,1
30.6018,114.2584,2,12
34.62798026,105.7402908,2,3
44.4624,18.842,2,12
56.3311,-3.6107,3,13
38.8269,-122.9992,2,3
32.398,104.5931,2,1
43.6359,-122.16,4,15
-6.311708,106.801076,5,3
-22.3278,-43.0117,5,3
14.4236,-90.4792,2,12
33.3893,75.203,2,3
25.1167,121.4833,2,14
32.83198,75.730159,3,0
43.3211,-2.4281,2,3
16.7489,120.7967,2,14
35.1148,73.0068,2,3
4.3331,113.9949,4,3
47.98,-122.2019,2,3
28.5446,102.1803,2,3
7.6167,-75.3337,2,3
41.3484,-73.4226,2,3
33.8778,74.3333,2,12
38.8774,-123.1113,3,3
41.4873,72.3313,2,3
25.0699,109.2608,2,3
19.7906,-97.2428,2,14
3.1347,101.7003,2,3
46.6689,-123.7858,3,12
50.3413,-122.7468,2,3
9.3496,-83.5565,2,12
44.7448,-106.9249,2,12
46.27197927,7.599044836,1,12
23.0396,72.566,2,0
27.5742,85.1509,2,15
10.166,-83.9356,2,3
26.1768,91.7702,3,9
21.4406,92.118,3,9
16.7449,120.8252,2,14
45.4942,-109.6715,3,15
26.9597,86.5598,2,15
9.1922,-83.6055,2,14
10.48486923,125.0019461,2,12
14.9935,74.0478,2,12
-37.8023,145.0218,2,3
5.6249,117.1589,2,3
30.2851,78.9829,2,3
-5.8141,-35.2059,2,1
33.3343,75.1969,2,13
-5.8673,145.0996,2,12
35.5429,-82.7938,2,12
44.6107,-120.1516,4,15
6.50950401,80.23142734,2,1
42.5518,-123.5356,3,15
34.0604,74.4203,3,1
7.7895,-74.2239,2,3
40.9826,-123.6397,3,15
41.8368,12.6528,1,3
48.464309,-116.843145,3,13
27.8126,84.8051,3,1
28.4493,82.9305,2,3
40.3892,-79.8627,2,15
33.63251807,75.23162006,2,3
47.734742,-122.285041,3,12
21.23291114,92.19905362,2,3
23.4495,92.8112,1,3
21.25,104.0,2,14
37.83130513,-122.1903741,3,12
25.5772,91.8666,3,1
27.6788,85.514,2,1
45.563,-117.5167,4,15
-29.5706,-50.7578,2,3
37.91406437,-122.5121986,3,1
32.6669,-16.924,5,3
22.2144,92.235,2,9
40.7297,124.7836,2,3
-37.5947,145.2842,2,3
27.6072,86.9985,2,12
42.0549,-124.2683,4,15
37.10839705,-122.1146955,3,12
28.2632,83.3482,2,3
-6.9889,107.4471,1,12
10.8916,-85.0141,2,3
47.6177,-122.2818,2,3
44.1463,-124.1175,4,15
27.0987,93.816,2,1
-36.7654,147.2151,2,12
10.2791,-61.459,3,15
27.404,87.065,2,3
-41.1212,146.1066,2,3
18.52049393,-74.19608968,1,12
21.257,-157.8151,1,15
44.0302,-123.679,2,12
45.5812,-123.9456,4,15
-8.5073,116.662,2,12
36.1435,-121.6551,3,12
10.3861,124.98,2,3
23.9304,88.2374,2,12
46.0165,-122.8755,4,15
44.3804,9.0563,2,3
18.106,-96.8133,2,14
28.5529,-81.7737,2,12
-22.8222,-43.1809,2,3
47.2842,-122.6515,3,3
39.1186,-84.4826,2,12
38.36665773,-81.61067785,3,12
6.8894,81.0402,2,3
31.77315744,77.30471357,3,0
56.8227,-132.9587,2,3
38.59064577,-122.9583487,3,3
-27.3776,152.8211,2,3
43.2022,27.912,3,12
33.28491163,-116.8687058,3,12
27.1761,105.6141,1,3
28.8687,82.1707,2,3
47.9896,-122.363,3,12
44.4126,-124.0022,4,15
10.4919,-66.9022,5,3
7.9588,123.548,2,14
10.124,-61.5329,2,3
60.0613,6.5483,2,12
45.5832,-122.7689,3,3
46.103,-123.204,2,15
4.849,100.7599,2,3
45.2122,-122.2282,4,15
22.7496,120.685,3,4
18.0677,-77.0476,2,14
37.8404,-122.1996,3,3
40.6862,-105.3054,2,12
-22.8213,-43.3991,2,3
43.276,-122.4564,4,15
26.1028,91.8806,2,1
6.5309,125.4616,2,3
-16.54900909,-68.06892167,1,15
25.04,102.72,1,3
14.6893,-88.8098,2,12
48.7191,-121.0087,2,13
27.4761,103.763,5,3
27.4513,87.6093,1,3
10.717,123.511,2,3
13.3481,123.5074,3,14
18.5283,-72.3224,2,12
-8.1272,115.3426,2,3
28.3962,83.2549,2,3
26.8096,88.526,2,12
34.06239011,-118.5849607,2,1
35.5278,-83.0992,2,12
52.6514,-2.4971,2,12
46.086845,-115.513358,3,12
17.4038,121.1891,2,12
-17.96882023,178.5280707,3,14
38.359775,-122.200994,3,12
6.639631955,80.64175069,2,3
38.8946,121.6631,2,12
29.4748,119.2812,2,3
30.2411,78.9014,2,1
20.0014,73.7917,2,15
3.1507,101.7058,2,12
44.5644,-65.6362,4,15
45.5153,-122.7004,3,12
33.1817,-117.0005,2,3
28.0401,83.8901,2,3
12.12,-85.89,2,3
26.888,88.2796,2,15
8.5138,123.3022,2,3
46.1155,-123.3271,4,15
35.4213,-82.2,3,12
-8.2049,115.4104,1,3
24.9635,121.5444,2,14
13.757,124.379,2,14
8.4539,124.6193,2,14
35.3991,-83.5909,2,15
36.7172,-84.5448,3,13
41.7385,-111.8132,3,5
38.9231,-111.2493,2,3
34.07756418,74.58081937,4,1
38.5313,-118.4526,2,12
15.421,-61.4285,2,15
45.5154,-122.7002,4,15
-22.7694,-43.108,2,3
48.3481,-124.5243,3,15
26.2083,94.5438,2,9
10.7901,-61.2984,1,3
35.9242,-81.6747,2,12
6.8835,-73.4166,2,3
26.8836,88.2791,2,14
8.7463,-82.4569,2,12
5.39558,100.31801,3,3
8.5772,-82.8232,2,1
40.4381,-80.0176,2,12
29.3987,79.4841,2,3
14.7833,-90.9667,2,14
22.3608,103.8646,2,14
43.6516,-123.6606,4,15
43.2436,25.0328,3,10
44.4257,-124.0675,4,15
40.34649585,-79.7649782,3,15
40.1793,-83.1777,2,12
45.51973384,-122.7258149,3,13
6.050341784,116.5515647,2,1
35.273,72.983,1,12
2.5384,-75.5299,2,1
49.97856299,-117.371061,3,12
10.1648,-84.1933,2,14
45.59489027,-122.8718206,3,12
28.4115,84.7943,2,4
33.3037,75.1827,2,13
37.998694,-122.461189,3,12
39.7281,-91.3708,3,1
40.5238,-75.7796,2,12
-3.6551,128.1663,1,3
46.1699,-123.4359,4,15
34.785,73.5206,2,4
37.55914605,70.42777802,1,3
18.012,121.171,2,14
37.6603,-119.8577,3,1
44.4064,-123.9539,4,15
33.1078,74.7756,2,15
-36.61481695,174.7227399,2,3
9.573,122.5833,1,3
28.2741,83.7417,2,15
42.6799,-122.6169,4,15
57.2276,-2.2608,3,12
-22.8287,-45.2007,2,12
50.705,-2.7269,4,1
-44.8431,170.6453,2,3
44.2386,-124.1115,4,15
47.641099,-122.313459,3,12
10.2462,77.582,2,3
38.51175925,-122.1044658,2,12
10.5543,-84.8946,2,8
42.66,-122.6994,4,15
13.8328,-61.0535,2,14
35.8777,-121.4336,2,3
-40.3271,175.8188,2,3
27.1303,87.8711,2,3
28.18,85.11,2,3
10.0747,125.5672,2,3
27.8997,93.3497,1,3
-0.4521,100.4284,2,15
27.99717329,112.0338775,2,1
32.4318,77.2147,2,1
-33.3667,-70.5833,2,3
17.4122,121.4166,2,3
6.0522,124.9168,2,3
55.89336154,-4.273323013,3,12
51.28876789,-0.154356568,2,3
-34.9693,138.681,3,3
40.4981,-80.0038,3,3
36.1718,-82.0016,2,15
39.795619,-110.932131,3,15
14.8123,-91.4944,2,14
1.54384065,110.5208594,3,15
33.32657967,-117.1616583,3,12
30.2416,78.8996,2,3
39.716,76.1671,2,3
34.1625,-118.6002,3,3
37.8116,-79.7989,3,13
-39.1144,173.9534,2,3
-22.52,-63.8,2,3
-28.0605,152.3855,2,3
26.1978,91.7665,2,3
26.8572,88.3143,2,3
8.4841,-13.2287,2,3
47.4427,-121.6707,2,13
26.3185,94.5247,2,1
37.9873,-122.8135,2,10
16.3562,120.7084,3,3
45.5161,-122.3694,4,15
17.4054,-91.2988,2,5
46.0284,-122.8857,4,15
34.379152,-118.402419,3,12
27.1141,88.4658,3,12
-8.980346,-77.277592,4,15
4.4982,101.3947,3,12
44.8979,-93.1471,3,1
31.2922,103.2827,5,3
15.2454,-61.3017,2,3
28.0297,85.0934,2,4
27.58124358,83.85213651,2,1
-12.01467789,-76.90119589,1,3
51.3503,-2.3482,3,15
29.3802,79.4633,2,12
44.6573,-123.8373,4,15
35.1792,-118.4825,2,3
26.89,88.28,2,15
13.90074546,74.66018578,3,12
20.7641,-99.1474,2,14
32.5348,-97.835,2,15
15.2892,-61.2642,3,3
-11.9374,-76.701,2,3
38.8999,-92.1242,3,1
40.8044,-74.4478,3,0
43.6554,-123.6579,4,15
34.1036,-116.9702,3,3
28.05,84.95,2,3
6.8202,-72.8756,2,3
43.8214,7.2412,2,3
24.5582,88.1825,3,2
37.8943,-107.7138,2,3
10.0011,76.7416,2,3
28.0022,85.133,2,15
16.6962,120.6583,2,14
38.3293154,-119.2103767,2,15
47.689,-122.4021,2,15
-6.589661,106.791206,3,12
-6.697669793,106.9650693,2,3
39.0718,-120.9641,3,12
27.5161,88.5575,2,15
44.166,-122.2872,4,15
37.68040491,-119.7486535,1,15
38.74738889,75.19605556,2,12
28.0458,83.6695,2,3
14.381,121.0254,3,14
38.5464,69.3203,2,15
41.8393,44.706,2,3
43.3172,-122.8293,4,15
37.5789,-122.5168,2,12
44.1372,-124.1247,4,15
16.8694,121.1024,2,3
43.3045,-122.5206,4,15
25.6167,99.0,1,3
44.13859082,-123.5898268,2,12
44.4944,-109.9919,3,3
47.9231,-122.2987,2,3
41.8089,41.7862,2,3
-22.912451,-44.302371,2,12
39.4402,-111.0337,2,3
31.2025,97.2296,2,3
-0.6772,34.7716,1,12
12.3484,-84.8195,2,1
22.6205,91.6591,1,12
-8.8559,121.6536,2,12
31.0215,77.1038,2,3
28.3036,95.4112,2,3
37.73,-119.5625,2,6
34.8855,135.7999,2,3
39.9043,41.2679,2,3
36.127,-118.8093,3,3
17.9683,97.9422,2,12
46.8677,-121.5386,3,15
27.2676,88.2891,2,1
45.9969,-118.9803,4,15
39.2341,-84.3118,3,12
27.0502,89.9442,2,3
-13.1409,-74.2155,2,3
-11.9202,-76.664,2,3
12.8157,74.8586,2,3
46.0155,8.8353,2,12
40.2357,-79.5358,3,3
33.4552,-117.6667,3,12
40.5453,-79.809,3,15
42.3335,-124.4191,4,15
17.8101,120.9319,2,3
43.6531,-123.8797,4,15
39.572,-111.1821,2,3
-3.6945,102.4206,2,3
-16.73,145.6506,2,3
35.6369,-82.5377,2,3
31.2351,111.0239,2,15
10.3448,77.5666,2,15
27.99134853,84.06527738,2,12
47.2426,-115.8608,2,12
48.2452,-120.1105,2,3
34.166,73.1983,2,9
35.8975,75.52,1,3
27.059,88.4694,3,12
47.88901904,-122.3275065,2,12
28.2631,84.2461,2,1
27.5778,85.1717,2,12
9.833,-3.1,1,12
16.4244,120.678,2,14
42.5846,-123.3816,4,15
27.8122,89.9019,2,3
45.108,-122.0692,4,15
40.4041,-79.7822,3,12
45.3339,-122.5779,3,3
7.0562,125.6022,3,3
-22.8872,-42.9878,2,3
37.3344,-82.9591,3,3
-13.4459682,-72.26000997,2,3
60.039944,11.181628,2,0
37.3385,-2.301,2,12
37.5495,-83.4892,3,3
32.3733,77.2498,2,3
-1.2239,134.0157,1,12
10.3454,123.8998,2,3
45.5591,-123.9271,4,15
42.3069,-124.4101,4,15
11.1345,124.9677,2,3
-41.25317096,174.7697639,3,12
35.1634,-82.1818,3,15
39.1267,-84.5319,2,12
35.5008,-93.6821,3,3
40.8826,-73.9227,3,12
10.3863054,124.980934,2,14
13.7769,124.2758,2,3
26.6579,107.9326,2,8
13.87803507,74.6246332,3,12
35.3585,75.6355,2,3
16.7667,120.7617,2,14
26.8629,116.0617,2,14
-12.9828,-38.4837,2,3
25.167803,92.019575,3,8
21.555,-158.2475,2,3
27.7923,84.7001,2,3
49.3274,-121.542,2,3
14.9102,-91.3605,2,14
45.9776,-123.1856,4,15
23.1098,-82.3691,2,14
9.3626,-79.8221,2,12
19.3421,73.7735,2,9
3.1082,101.756,2,3
40.4213,-79.774,3,12
10.3333,123.0333,2,12
34.31601832,-117.4793337,2,12
-23.0392,-43.5001,2,3
13.1358,123.3608,2,3
24.54070891,121.8676602,2,8
29.1426,81.8833,2,13
40.2598,73.3043,2,3
8.9697,125.5593,2,15
21.2331,103.9847,2,12
-15.43182932,-74.6291448,2,3
45.5249,-122.7082,3,1
-41.23655207,174.8067213,3,15
6.6206,80.1721,2,12
45.6655,-123.9269,4,15
26.1475,91.7356,1,3
36.2592,-80.3654,3,3
45.7063,-123.8857,4,15
32.30628994,77.52161234,2,15
27.1695,88.3664,2,12
43.322,-122.6946,4,15
34.1491,76.826,2,3
-37.267461,175.069486,1,3
36.6468,-111.633,2,15
37.0293,-119.4475,2,3
32.2239,76.3226,2,9
-0.3998,100.2812,1,3
40.56288,-80.715029,3,12
45.678,-120.8065,4,15
26.1677,94.2442,4,1
22.894,91.5327,2,15
45.0628,-123.4924,4,15
42.0124,20.9482,2,12
50.40649387,-122.2999053,3,13
36.279188,51.250434,2,15
50.3778,-121.6682,2,15
25.5006,90.0896,2,12
33.2361,75.2441,2,15
44.7633,-121.2328,4,15
-7.3686,108.5684,2,3
30.2414,78.908,2,3
40.4802,-106.8393,2,1
33.2395,75.2406,3,12
35.2959,73.21,2,3
27.2667,85.9667,1,12
22.6239,91.6743,3,14
34.3515,-118.5393,2,12
27.3392,88.6188,2,3
-6.9092,106.8762,2,12
19.0402,72.9089,2,1
33.85483981,74.76317443,2,1
38.1702701,-81.31167543,3,15
47.18242872,-122.2480438,3,1
53.4795,-9.8971,2,3
15.4123,74.2664,2,3
27.0875,88.6556,2,3
27.14163897,93.66495709,2,1
24.1077,94.0396,1,1
7.6192,80.6405,2,3
27.8187,85.7734,3,15
44.1165,-122.4411,4,15
42.9862,-123.735,4,15
-13.1592608,-72.53217241,2,15
-40.1019,176.8655,2,3
23.3333,107.5667,2,3
47.68415,-117.104534,3,12
32.0275,77.3446,2,12
35.2507,137.8163,2,3
45.8404,-118.8886,4,15
35.0148,75.6213,1,3
50.3859,-4.7497,2,3
26.16066111,91.85294885,2,1
